psc_code,psc_name
AP45,R&D- NATURAL RESOURCE: RECREATION (OPERATIONAL SYSTEMS DEVELOPMENT)
AP46,R&D- NATURAL RESOURCE: RECREATION (MANAGEMENT/SUPPORT)
AP47,R&D- NATURAL RESOURCE: RECREATION (COMMERCIALIZED)
AP50,R&D-NAT RES-MARINE & OCEAN
AP51,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (BASIC RESEARCH)
AP52,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP53,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (ADVANCED DEVELOPMENT)
AP54,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (ENGINEERING DEVELOPMENT)
AP55,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (OPERATIONAL SYSTEMS DEVELOPMENT)
AP56,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (MANAGEMENT/SUPPORT)
AP57,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (COMMERCIALIZED)
AP61,R&D- NATURAL RESOURCE: MARINE FISHERIES (BASIC RESEARCH)
AP62,R&D- NATURAL RESOURCE: MARINE FISHERIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP63,R&D- NATURAL RESOURCE: MARINE FISHERIES (ADVANCED DEVELOPMENT)
AP64,R&D- NATURAL RESOURCE: MARINE FISHERIES (ENGINEERING DEVELOPMENT)
AP65,R&D- NATURAL RESOURCE: MARINE FISHERIES (OPERATIONAL SYSTEMS DEVELOPMENT)
AP66,R&D- NATURAL RESOURCE: MARINE FISHERIES (MANAGEMENT/SUPPORT)
AP67,R&D- NATURAL RESOURCE: MARINE FISHERIES (COMMERCIALIZED)
AP71,R&D- NATURAL RESOURCE: ATMOSPHERIC (BASIC RESEARCH)
AP72,R&D- NATURAL RESOURCE: ATMOSPHERIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP73,R&D- NATURAL RESOURCE: ATMOSPHERIC (ADVANCED DEVELOPMENT)
AP74,R&D- NATURAL RESOURCE: ATMOSPHERIC (ENGINEERING DEVELOPMENT)
AP75,R&D- NATURAL RESOURCE: ATMOSPHERIC (OPERATIONAL SYSTEMS DEVELOPMENT)
AP76,R&D- NATURAL RESOURCE: ATMOSPHERIC (MANAGEMENT/SUPPORT)
AP77,R&D- NATURAL RESOURCE: ATMOSPHERIC (COMMERCIALIZED)
AP90,R&D-OTHER NAT RESOURCE
AP91,R&D- NATURAL RESOURCE: OTHER (BASIC RESEARCH)
AP92,R&D- NATURAL RESOURCE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP93,R&D- NATURAL RESOURCE: OTHER (ADVANCED DEVELOPMENT)
AP94,R&D- NATURAL RESOURCE: OTHER (ENGINEERING DEVELOPMENT)
AP95,R&D- NATURAL RESOURCE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AP96,R&D- NATURAL RESOURCE: OTHER (MANAGEMENT/SUPPORT)
AP97,R&D- NATURAL RESOURCE: OTHER (COMMERCIALIZED)
AQ,SOCIAL SERVICES R&D
AQ10,R&D-SOCIAL SVCS-GERIATRIC
AQ11,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (BASIC RESEARCH)
AQ12,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AQ13,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (ADVANCED DEVELOPMENT)
AQ14,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (ENGINEERING DEVELOPMENT)
AQ15,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AQ16,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (MANAGEMENT/SUPPORT)
AQ17,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (COMMERCIALIZED)
AQ90,R&D-OTHER SOCIAL SVCS
AQ91,R&D- SOCIAL SERVICES: OTHER (BASIC RESEARCH)
AQ92,R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AQ93,R&D- SOCIAL SERVICES: OTHER (ADVANCED DEVELOPMENT)
AQ94,R&D- SOCIAL SERVICES: OTHER (ENGINEERING DEVELOPMENT)
AQ95,R&D- SOCIAL SERVICES: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AQ96,R&D- SOCIAL SERVICES: OTHER (MANAGEMENT/SUPPORT)
AQ97,R&D- SOCIAL SERVICES: OTHER (COMMERCIALIZED)
AR,Space R&D Services
AR10,R&D-AERO & SPACE TECH
AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH"
AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH"
AR13,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; EXPERIMENTAL DEVELOPMENT"
AR14,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES"
AR15,"SPACE R&D SVCS; SPACE FLIGHT, RESEARCH & SUPPORTING ACTIVITIES; R&D FACILITIES & MAJ EQUIP"
AR16,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (MANAGEMENT/SUPPORT)
AR17,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (COMMERCIALIZED)
AR20,R&D-SPACE SCIENCE & APPL
AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH)
AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT)
AR24,R&D- SPACE: SCIENCE/APPLICATIONS (ENGINEERING DEVELOPMENT)
AR25,R&D- SPACE: SCIENCE/APPLICATIONS (OPERATIONAL SYSTEMS DEVELOPMENT)
AR26,R&D- SPACE: SCIENCE/APPLICATIONS (MANAGEMENT/SUPPORT)
AR27,R&D- SPACE: SCIENCE/APPLICATIONS (COMMERCIALIZED)
AR30,R&D-SPACE TRANS SYSTEMS
AR31,R&D- SPACE: FLIGHT (BASIC RESEARCH)
AR32,R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR33,R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT)
AR34,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT)
AR35,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT)
AR36,R&D- SPACE: FLIGHT (MANAGEMENT/SUPPORT)
AR37,R&D- SPACE: FLIGHT (COMMERCIALIZED)
AR40,R&D-SPACE TRACK DATA ACQ
AR41,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)"
AR42,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)"
AR43,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ADVANCED DEVELOPMENT)"
AR44,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ENGINEERING DEVELOPMENT)"
AR45,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (OPERATIONAL SYSTEMS DEVELOPMENT)"
AR46,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (MANAGEMENT/SUPPORT)"
AR47,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (COMMERCIALIZED)"
AR50,R&D-SPACE & TERRESTRIAL
AR51,R&D-SPACE & TERRESTRIAL-RESEARCH
AR52,RDTE/SP+TERRESTRIAL APP-APPLIED RES
AR53,R&D-SPACE & TERRESTRIAL-ADV DEV
AR54,RDTE/SP+TERRESTRIAL APP-DEMO/VALID
AR55,RDTE/SP+TERRESTRIAL APP-ENG/MANUF
AR56,R&D-SPACE & TERRESTRIAL-MGMT SUP
AR57,R&D-SPACE & TERRESTRIAL-COMERCLIZ
AR61,R&D- SPACE: STATION (BASIC RESEARCH)
AR62,R&D- SPACE: STATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR63,R&D- SPACE: STATION (ADVANCED DEVELOPMENT)
AR64,R&D- SPACE: STATION (ENGINEERING DEVELOPMENT)
AR65,R&D- SPACE: STATION (OPERATIONAL SYSTEMS DEVELOPMENT)
AR66,R&D- SPACE: STATION (MANAGEMENT/SUPPORT)
AR67,R&D- SPACE: STATION (COMMERCIALIZED)
AR71,R&D- SPACE: COMMERCIAL PROGRAMS (BASIC RESEARCH)
AR72,R&D- SPACE: COMMERCIAL PROGRAMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR73,R&D- SPACE: COMMERCIAL PROGRAMS (ADVANCED DEVELOPMENT)
AR74,R&D- SPACE: COMMERCIAL PROGRAMS (ENGINEERING DEVELOPMENT)
AR75,R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT)
AR76,R&D- SPACE: COMMERCIAL PROGRAMS (MANAGEMENT/SUPPORT)
AR77,R&D- SPACE: COMMERCIAL PROGRAMS (COMMERCIALIZED)
AR90,R&D-OTHER SPACE
AR91,R&D- SPACE: OTHER (BASIC RESEARCH)
AR92,R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR93,R&D- SPACE: OTHER (ADVANCED DEVELOPMENT)
AR94,R&D- SPACE: OTHER (ENGINEERING DEVELOPMENT)
AR95,R&D- SPACE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AR96,R&D- SPACE: OTHER (MANAGEMENT/SUPPORT)
AR97,R&D- SPACE: OTHER (COMMERCIALIZED)
AS,Transportation R&D Services
AS10,R&D-TRANS-AIR
AS11,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH"
AS12,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; APPLIED RESEARCH"
AS13,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; EXPERIMENTAL DEVELOPMENT"
AS14,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D ADMINISTRATIVE EXPENSES"
AS15,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D FACILITIES & MAJ EQUIP"
AS16,R&D- MODAL TRANSPORTATION: AIR (MANAGEMENT/SUPPORT)
AS17,R&D- MODAL TRANSPORTATION: AIR (COMMERCIALIZED)
AS20,R&D-TRANS- MOTOR VEH
AS21,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; BASIC RESEARCH
AS22,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; APPLIED RESEARCH
AS23,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPERIMENTAL DEVELOPMENT
AS24,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; R&D ADMINISTRATIVE EXPENSES
AS25,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AS26,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (MANAGEMENT/SUPPORT)
AS27,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (COMMERCIALIZED)
AS30,R&D-TRANS-RAIL
AS31,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; BASIC RESEARCH
AS32,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; APPLIED RESEARCH
AS33,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPERIMENTAL DEVELOPMENT
AS34,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; R&D ADMINISTRATIVE EXPENSES
AS35,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AS36,R&D- MODAL TRANSPORTATION: RAIL (MANAGEMENT/SUPPORT)
AS37,R&D- MODAL TRANSPORTATION: RAIL (COMMERCIALIZED)
AS40,R&D-TRANS-MARINE
AS41,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; BASIC RESEARCH
AS42,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; APPLIED RESEARCH
AS43,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; EXPERIMENTAL DEVELOPMENT
AS44,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; R&D ADMINISTRATIVE EXPENSES
AS45,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; R&D FACILITIES & MAJ EQUIP
AS46,R&D- MODAL TRANSPORTATION: MARINE (MANAGEMENT/SUPPORT)
AS47,R&D- MODAL TRANSPORTATION: MARINE (COMMERCIALIZED)
AS90,R&D-OTHER MODAL TRANS
AS91,R&D- MODAL TRANSPORTATION: OTHER MODAL (BASIC RESEARCH)
AS92,R&D- MODAL TRANSPORTATION: OTHER MODAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AS93,R&D- MODAL TRANSPORTATION: OTHER MODAL (ADVANCED DEVELOPMENT)
AS94,R&D- MODAL TRANSPORTATION: OTHER MODAL (ENGINEERING DEVELOPMENT)
AS95,R&D- MODAL TRANSPORTATION: OTHER MODAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AS96,R&D- MODAL TRANSPORTATION: OTHER MODAL (MANAGEMENT/SUPPORT)
AS97,R&D- MODAL TRANSPORTATION: OTHER MODAL (COMMERCIALIZED)
AT,TRANSPORTATION (OTHER) R&D
AT10,R&D-TRANS-ROADS-BRIDGES
AT11,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (BASIC RESEARCH)"
AT12,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)"
AT13,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ADVANCED DEVELOPMENT)"
AT14,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ENGINEERING DEVELOPMENT)"
AT15,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (OPERATIONAL SYSTEMS DEVELOPMENT)"
AT16,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (MANAGEMENT/SUPPORT)"
AT17,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (COMMERCIALIZED)"
AT20,R&D-TRANS-HUMAN FACTORS
AT21,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH)
AT22,R&D- OTHER TRANSPORTATION: HUMAN FACTORS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT23,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ADVANCED DEVELOPMENT)
AT24,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ENGINEERING DEVELOPMENT)
AT25,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (OPERATIONAL SYSTEMS DEVELOPMENT)
AT26,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (MANAGEMENT/SUPPORT)
AT27,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (COMMERCIALIZED)
AT30,R&D-TRANS-NAVIGATION AIDS
AT31,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (BASIC RESEARCH)
AT32,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT33,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ADVANCED DEVELOPMENT)
AT34,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ENGINEERING DEVELOPMENT)
AT35,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (OPERATIONAL SYSTEMS DEVELOPMENT)
AT36,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (MANAGEMENT/SUPPORT)
AT37,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (COMMERCIALIZED)
AT40,R&D-TRANS-PASS SAFETY
AT41,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (BASIC RESEARCH)
AT42,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT43,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ADVANCED DEVELOPMENT)
AT44,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT)
AT45,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (OPERATIONAL SYSTEMS DEVELOPMENT)
AT46,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (MANAGEMENT/SUPPORT)
AT47,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (COMMERCIALIZED)
AT50,R&D-TRANS-PIPELINE SAFETY
AT51,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (BASIC RESEARCH)
AT52,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT53,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ADVANCED DEVELOPMENT)
AT54,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ENGINEERING DEVELOPMENT)
AT55,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT)
AT56,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (MANAGEMENT/SUPPORT)
AT57,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (COMMERCIALIZED)
AT60,R&D-TRANS-TRAFFIC MGT
AT61,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH)
AT62,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT63,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ADVANCED DEVELOPMENT)
AT64,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT)
AT65,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AT66,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (MANAGEMENT/SUPPORT)
AT67,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (COMMERCIALIZED)
AT70,R&D-TRANS-TUNNELS
AT71,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (BASIC RESEARCH)
AT72,R&D- OTHER TRANSPORTATION: TUNNELS/OTHER SUBSURF STRUC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT73,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ADVANCED DEVELOPMENT)
AT74,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ENGINEERING DEVELOPMENT)
AT75,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (OPERATIONAL SYSTEMS DEVELOPMENT)
AT76,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (MANAGEMENT/SUPPORT)
AT77,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (COMMERCIALIZED)
AT81,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH)
AT82,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT83,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ADVANCED DEVELOPMENT)
AT84,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ENGINEERING DEVELOPMENT)
AT85,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (OPERATIONAL SYSTEMS DEVELOPMENT)
AT86,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (MANAGEMENT/SUPPORT)
AT87,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATS (COMMERCIALIZED)
AT90,R&D-OTHER GENERAL TRANS
AT91,R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH)
AT92,R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT93,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ADVANCED DEVELOPMENT)
AT94,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ENGINEERING DEVELOPMENT)
AT95,R&D- OTHER TRANSPORTATION: OTHER GENERAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AT96,R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT)
AT97,R&D- OTHER TRANSPORTATION: OTHER GENERAL (COMMERCIALIZED)
AU,TRANSPORTATION (OBSOLETE GROUP)
AU10,R&D-TRANS OF HAZARD MAT
AU11,R&D-TRANS OF HAZARD MAT-RESEARCH
AU12,R&D-TRANS OF HAZARD MAT-EXPL DEV
AU13,R&D-TRANS OF HAZARD MAT-ADV DEV
AU14,R&D-TRANS OF HAZARD MAT-ENG DEV
AU15,R&D-TRANS OF HAZARD MAT-OPSY DEV
AU16,R&D-TRANS OF HAZARD MAT-MGMT SUP
AU17,R&D-TRANS OF HAZARD MAT-COMERCLIZ
AU90,R&D-OTHER COMMODITY TRANS
AU91,R&D-OTHER COMMODITY TRANS-RESEARCH
AU92,R&D-OTHER COMMODITY TRANS-EXPL DEV
AU93,R&D-OTHER COMMODITY TRANS-ADV DEV
AU94,R&D-OTHER COMMODITY TRANS-ENG DEV
AU95,R&D-OTHER COMMODITY TRANS-OPSY DEV
AU96,R&D-OTHER COMMODITY TRANS-MGMT SUP
AU97,R&D-OTHER COMMODITY TRANS-COMERCLIZ
AV,MINING R&D
AV10,R&D-SUBSURFACE MINING EQ
AV11,R&D- MINING: SUBSURFACE MINING EQUIPMENT (BASIC RESEARCH)
AV12,R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV13,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT)
AV14,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT)
AV15,R&D- MINING: SUBSURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AV16,R&D- MINING: SUBSURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT)
AV17,R&D- MINING: SUBSURFACE MINING EQUIPMENT (COMMERCIALIZED)
AV20,R&D-SURFACE MINING EQ
AV21,R&D- MINING: SURFACE MINING EQUIPMENT (BASIC RESEARCH)
AV22,R&D- MINING: SURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV23,R&D- MINING: SURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT)
AV24,R&D- MINING: SURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT)
AV25,R&D- MINING: SURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AV26,R&D- MINING: SURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT)
AV27,R&D- MINING: SURFACE MINING EQUIPMENT (COMMERCIALIZED)
AV30,R&D-SUBSURF MINING METHS
AV31,R&D- MINING: SUBSURFACE MINING METHODS (BASIC RESEARCH)
AV32,R&D- MINING: SUBSURFACE MINING METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV33,R&D- MINING: SUBSURFACE MINING METHODS (ADVANCED DEVELOPMENT)
AV34,R&D- MINING: SUBSURFACE MINING METHODS (ENGINEERING DEVELOPMENT)
AV35,R&D- MINING: SUBSURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT)
AV36,R&D- MINING: SUBSURFACE MINING METHODS (MANAGEMENT/SUPPORT)
AV37,R&D- MINING: SUBSURFACE MINING METHODS (COMMERCIALIZED)
AV40,R&D-SURFACE MINING METHS
AV41,R&D- MINING: SURFACE MINING METHODS (BASIC RESEARCH)
AV42,R&D- MINING: SURFACE MINING METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV43,R&D- MINING: SURFACE MINING METHODS (ADVANCED DEVELOPMENT)
AV44,R&D- MINING: SURFACE MINING METHODS (ENGINEERING DEVELOPMENT)
AV45,R&D- MINING: SURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT)
AV46,R&D- MINING: SURFACE MINING METHODS (MANAGEMENT/SUPPORT)
AV47,R&D- MINING: SURFACE MINING METHODS (COMMERCIALIZED)
AV50,R&D-MINING RECLAM METHS
AV51,R&D- MINING: MINING RECLAMATION METHODS (BASIC RESEARCH)
AV52,R&D- MINING: MINING RECLAMATION METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV53,R&D- MINING: MINING RECLAMATION METHODS (ADVANCED DEVELOPMENT)
AV54,R&D- MINING: MINING RECLAMATION METHODS (ENGINEERING DEVELOPMENT)
AV55,R&D- MINING: MINING RECLAMATION METHODS (OPERATIONAL SYSTEMS DEVELOPMENT)
AV56,R&D- MINING: MINING RECLAMATION METHODS (MANAGEMENT/SUPPORT)
AV57,R&D- MINING: MINING RECLAMATION METHODS (COMMERCIALIZED)
AV60,R&D-MINING SAFETY
AV61,R&D- MINING: MINING SAFETY (BASIC RESEARCH)
AV62,R&D- MINING: MINING SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV63,R&D- MINING: MINING SAFETY (ADVANCED DEVELOPMENT)
AV64,R&D- MINING: MINING SAFETY (ENGINEERING DEVELOPMENT)
AV65,R&D- MINING: MINING SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT)
AV66,R&D- MINING: MINING SAFETY (MANAGEMENT/SUPPORT)
AV67,R&D- MINING: MINING SAFETY (COMMERCIALIZED)
AV70,R&D-MINING-METALLURGICAL
AV71,R&D- MINING: METALLURGICAL (BASIC RESEARCH)
AV72,R&D- MINING: METALLURGICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AV73,R&D- MINING: METALLURGICAL (ADVANCED DEVELOPMENT)
